,CD_OSCAR,DC_NOME,FL_CAPITAL,DT_FIM_OPERACAO,CD_SITUACAO,TP_ESTACAO,VL_LATITUDE,CD_WSI,CD_DISTRITO,VL_ALTITUDE,SG_ESTADO,SG_ENTIDADE,CD_ESTACAO,VL_LONGITUDE,DT_INICIO_OPERACAO
0,0-2000-0-86765,ABROLHOS,N,,Pane,Automatica,-17.96305555,0-76-0-2906907000000408, 04,20.93,BA,INMET,A422,-38.70333333,2008-07-20T21:00:00.000-03:00
1,0-2000-0-81755,ACARAU,N,,Operante,Automatica,-3.1211111,0-76-0-2300200000000446, 03,67.15,CE,INMET,A360,-40.08722221,2009-04-21T21:00:00.000-03:00
2,0-2000-0-86827,AFONSO CLAUDIO,,,Pane,Automatica,-20.10416666,0-76-0-3200102000000478, 06,507.48,ES,INMET,A657,-41.10694444,2011-09-23T21:00:00.000-03:00
3,0-2000-0-86686,AGUA BOA,N,,Operante,Automatica,-14.01638888,0-76-0-5100201000000157, 09,440,MT,INMET,A908,-52.21166666,2006-12-15T21:00:00.000-03:00
4,0-2000-0-86812,AGUA CLARA,N,,Operante,Automatica,-20.44444444,0-76-0-5000203000000463, 07,323.63,MS,INMET,A756,-52.87583332,2010-08-13T21:00:00.000-03:00
5,0-2000-0-86716,AGUAS EMENDADAS,,,Operante,Automatica,-15.596491,0-76-0-5300108000000435, 10,1030.36,DF,INMET,A045,-47.625801,2008-10-02T21:00:00.000-03:00
6,0-2000-0-86722,AGUAS VERMELHAS,N,,Operante,Automatica,-15.75166666,0-76-0-3101003000000252, 05,754.07,MG,INMET,A549,-41.45777777,2007-09-08T21:00:00.000-03:00
7,0-2000-0-86803,AIMORES,N,,Operante,Automatica,-19.53277777,0-76-0-3101102000000239, 05,287.74,MG,INMET,A534,-41.09083333,2007-08-04T21:00:00.000-03:00
8,0-2000-0-86828,ALEGRE,N,,Operante,Automatica,-20.75055555,0-76-0-3200201000000125, 06,138,ES,INMET,A617,-41.48888888,2006-10-24T21:00:00.000-03:00
9,0-2000-0-86975,ALEGRETE,N,,Operante,Automatica,-29.70916666,0-76-0-4300406000000113, 08,120.88,RS,INMET,A826,-55.52555554,2006-09-27T21:00:00.000-03:00
10,0-2000-0-86829,ALFREDO CHAVES,N,,Pane,Automatica,-20.63638888,0-76-0-3200300000000135, 06,14.19,ES,INMET,A615,-40.74194444,2006-11-02T21:00:00.000-03:00
11,0-2000-0-86627,ALMAS,N,,Operante,Automatica,-11.28416666,0-76-0-1700400000000508, 10,503,TO,INMET,A053,-47.21222222,2016-03-31T21:00:00.000-03:00
12,0-2000-0-86743,ALMENARA,N,,Operante,Automatica,-16.16666666,0-76-0-3101706000000034, 05,189.11,MG,INMET,A508,-40.68777777,2002-12-14T22:00:00.000-02:00
13,0-2000-0-81977,ALTA FLORESTA,N,,Operante,Automatica,-10.07722221,0-76-0-5100250000000192, 09,291.85,MT,INMET,A924,-56.17916666,2007-05-22T21:00:00.000-03:00
14,0-2000-0-81738,ALTAMIRA,N,,Operante,Automatica,-3.26999999,0-76-0-1500602000000585, 02,191,PA,INMET,A253,-52.39472221,2018-10-24T21:00:00.000-03:00
15,0-2000-0-86749,ALTO ARAGUAIA,N,,Operante,Automatica,-17.33944444,0-76-0-5100300000000477, 09,753.28,MT,INMET,A909,-53.22444443,2011-09-21T21:00:00.000-03:00
16,0-2000-0-86691,ALTO PARAISO DE GOIAS,N,,Operante,Automatica,-14.13305554,0-76-0-5200605000000208, 10,1264.7,GO,INMET,A024,-47.52333332,2007-06-03T21:00:00.000-03:00
17,0-2000-0-81985,ALTO PARNAIBA,N,,Operante,Automatica,-9.10833333,0-76-0-2100501000000375, 02,283.69,MA,INMET,A223,-45.93194443,2008-06-02T21:00:00.000-03:00
18,0-2000-0-86750,ALTO TAQUARI,,,Operante,Automatica,-17.8411111,0-76-0-5100607000000284, 09,862.42,MT,INMET,A934,-53.28944444,2008-01-28T21:00:00.000-03:00
19,0-2000-0-81846,ALVORADA DO GURGUEIA,N,,Operante,Automatica,-8.37638888,0-76-0-2202307000000274, 03,225,PI,INMET,A336,-43.85944444,2007-11-16T21:00:00.000-03:00
20,0-2000-0-86894,AMAMBAI,,,Operante,Automatica,-23.0025,0-76-0-5000609000000381, 07,433.59,MS,INMET,A750,-55.32944443,2008-06-10T21:00:00.000-03:00
21,0-2000-0-86675,AMARGOSA,,,Operante,Automatica,-13.00944444,0-76-0-2901007000000398, 04,397.8,BA,INMET,A434,-39.61694443,2008-07-10T21:00:00.000-03:00
22,0-2000-0-81867,ANGICAL DO PIAUI,N,,Pane,Automatica,-6.08944444,0-76-0-2200608000000597, 03,183,PI,INMET,A377,-42.72749999,2019-11-13T21:00:00.000-03:00
23,0-2000-0-84817,ANGRA DOS REIS,N,,Operante,Automatica,-22.97555554,0-76-0-3300100000000555, 06,6,RJ,INMET,A628,-44.30333333,2017-08-24T21:00:00.000-03:00
24,0-2000-0-81976,APIACAS,N,,Operante,Automatica,-9.56333333,0-76-0-5100805000000123, 09,217.75,MT,INMET,A910,-57.3936111,2006-10-23T21:00:00.000-03:00
25,0-2000-0-81835,APODI,,,Operante,Automatica,-5.62666666,0-76-0-2401008000000272, 03,131.41,RN,INMET,A340,-37.815,2007-11-13T21:00:00.000-03:00
26,0-2000-0-81893,APUI,,,Operante,Automatica,-7.20555555,0-76-0-1300144000000406, 01,156.97,AM,INMET,A113,-59.8886111,2008-07-18T21:00:00.000-03:00
27,0-2000-0-86808,AQUIDAUANA,N,,Operante,Automatica,-20.47555554,0-76-0-5001102000000132, 07,151.35,MS,INMET,A719,-55.78388888,2006-10-31T21:00:00.000-03:00
28,0-2000-0-86616,ARACAJU,N,,Operante,Automatica,-10.9525,0-76-0-2800308000000055, 04,3.72,SE,INMET,A409,-37.05444444,2003-02-11T22:00:00.000-02:00
29,0-2000-0-86746,ARACUAI,N,,Operante,Automatica,-16.84888888,0-76-0-3103405000000548, 05,308,MG,INMET,A566,-42.03527777,2017-05-18T21:00:00.000-03:00
30,0-2000-0-86709,ARAGARCAS,N,,Operante,Automatica,-15.90277777,0-76-0-5201702000000229, 10,327.35,GO,INMET,A013,-52.24527777,2007-07-12T21:00:00.000-03:00
31,0-2000-0-86648,ARAGUACU,N,,Pane,Automatica,-12.59222221,0-76-0-1702000000000502, 10,231,TO,INMET,A054,-49.5286111,2015-08-18T21:00:00.000-03:00
32,0-2000-0-81900,ARAGUAINA,N,,Operante,Automatica,-7.10388888,0-76-0-1702109000000172, 10,230.76,TO,INMET,A021,-48.20111111,2007-01-25T21:00:00.000-03:00
33,0-2000-0-81821,ARAGUATINS,,,Operante,Automatica,-5.6436111,0-76-0-1702208000000443, 10,130.71,TO,INMET,A044,-48.11194444,2009-03-11T21:00:00.000-03:00
34,0-2000-0-81996,ARAPIRACA,N,,Operante,Automatica,-9.80444444,0-76-0-2700300000000353, 03,236.84,AL,INMET,A353,-36.61916666,2008-04-26T21:00:00.000-03:00
35,0-2000-0-86971,ARARANGUA,,,Operante,Automatica,-28.931353,0-76-0-4201406000000433, 08,2,SC,INMET,A867,-49.49792,2008-09-27T21:00:00.000-03:00
36,0-2000-0-86796,ARAXA,N,,Operante,Automatica,-19.60583333,0-76-0-3104007000000037, 05,1018.32,MG,INMET,A505,-46.94972221,2002-12-18T22:00:00.000-02:00
37,0-2000-0-81953,ARCO VERDE,N,,Operante,Automatica,-8.4336111,0-76-0-2601201000000068, 03,683.95,PE,INMET,A309,-37.05555555,2004-11-19T21:00:00.000-03:00
38,0-2000-0-81877,AREIA,N,,Operante,Automatica,-6.975451,0-76-0-2501104000000066, 03,573.45,PB,INMET,A310,-35.718128,2004-11-15T21:00:00.000-03:00
39,0-2000-0-81970,ARIQUEMES,,,Operante,Automatica,-9.94888888,0-76-0-1100023000000405, 09,128.44,RO,INMET,A940,-62.96194444,2008-07-17T21:00:00.000-03:00
40,0-2000-0-86841,ARIRANHA,N,,Operante,Automatica,-21.13305554,0-76-0-3503703000000271, 07,525.44,SP,INMET,A736,-48.84055555,2007-11-12T21:00:00.000-03:00
41,0-2000-0-86892,ARRAIAL DO CABO,N,,Operante,Automatica,-22.97527777,0-76-0-3300258000000108, 06,5,RJ,INMET,A606,-42.02138888,2006-09-21T21:00:00.000-03:00
42,0-2000-0-81732,AUTAZES,,,Operante,Automatica,-3.58333333,0-76-0-1300300000000339, 01,19.9,AM,INMET,A120,-59.12944443,2008-04-16T21:00:00.000-03:00
43,0-2000-0-86904,AVARE,N,,Operante,Automatica,-23.10166666,0-76-0-3504503000000107, 07,776.36,SP,INMET,A725,-48.9411111,2006-09-21T21:00:00.000-03:00
44,0-2000-0-81790,BACABAL,N,,Operante,Automatica,-4.24305555,0-76-0-2101202000000394, 02,22.33,MA,INMET,A220,-44.79499999,2008-07-08T21:00:00.000-03:00
45,0-2000-0-86992,BAGE,N,,Operante,Automatica,-31.34777777,0-76-0-4301602000000166, 08,226.19,RS,INMET,A827,-54.01333333,2007-01-03T21:00:00.000-03:00
46,0-2000-0-81947,BAIXA GRANDE DO RIBEIRO,N,,Operante,Automatica,-8.333531,0-76-0-2201150000000578, 03,519,PI,INMET,A375,-45.094625,2018-03-22T21:00:00.000-03:00
47,0-2000-0-81903,BALSAS,N,,Operante,Automatica,-7.45555555,0-76-0-2101400000000260, 02,271.03,MA,INMET,A204,-46.02749999,2007-10-25T21:00:00.000-03:00
48,0-2000-0-86806,BAMBUI,N,,Operante,Automatica,-20.0311111,0-76-0-3105103000000534, 05,697,MG,INMET,A565,-46.00888888,2016-11-22T21:00:00.000-03:00
49,0-2000-0-86850,BARBACENA,N,,Operante,Automatica,-21.22833332,0-76-0-3105608000000026, 05,1168.76,MG,INMET,A502,-43.76777777,2002-12-04T22:00:00.000-02:00
50,0-2000-0-81911,BARBALHA,N,,Operante,Automatica,-7.30083333,0-76-0-2301901000000202, 03,409.41,CE,INMET,A315,-39.2711111,2007-05-30T21:00:00.000-03:00
51,0-2000-0-81648,BARCELOS,N,,Operante,Automatica,-0.98722221,0-76-0-1300409000000344, 01,29.88,AM,INMET,A128,-62.92416666,2008-04-18T21:00:00.000-03:00
52,0-2000-0-86634,BARRA,N,,Operante,Automatica,-11.08472221,0-76-0-2902708000000362, 04,407.5,BA,INMET,A429,-43.13888888,2008-05-11T21:00:00.000-03:00
53,0-2000-0-86867,BARRA BONITA,,,Operante,Automatica,-22.4711111,0-76-0-3505302000000348, 07,533.68,SP,INMET,A741,-48.5575,2008-04-23T21:00:00.000-03:00
54,0-2000-0-81825,BARRA DO CORDA,N,,Pane,Automatica,-5.50666666,0-76-0-2101608000000304, 02,154.19,MA,INMET,A221,-45.23694444,2008-03-05T21:00:00.000-03:00
55,0-2000-0-86922,BARRA DO TURVO,,,Operante,Automatica,-24.96277777,0-76-0-3505401000000393, 07,659.89,SP,INMET,A746,-48.41638888,2008-07-02T21:00:00.000-03:00
56,0-2000-0-86652,BARREIRAS,N,,Operante,Automatica,-12.12472221,0-76-0-2903201000000018, 04,474.17,BA,INMET,A402,-45.02694443,2001-12-19T22:00:00.000-02:00
57,0-2000-0-86816,BARRETOS,N,,Operante,Automatica,-20.55916666,0-76-0-3505500000000460, 07,534.36,SP,INMET,A748,-48.54499999,2010-06-18T21:00:00.000-03:00
58,0-2000-0-86908,BARUERI,,,Operante,Automatica,-23.52388888,0-76-0-3510609000000470, 07,776.5,SP,INMET,A755,-46.86944443,2011-03-28T21:00:00.000-03:00
59,0-2000-0-86837,BATAGUASSU,,,Operante,Automatica,-21.75,0-76-0-5001904000000492, 07,392.13,MS,INMET,A759,-52.47138888,2013-03-20T21:00:00.000-03:00
60,0-2000-0-86865,BAURU,N,,Operante,Automatica,-22.358052,0-76-0-3506003000000010, 07,636.17,SP,INMET,A705,-49.028877,2001-08-29T21:00:00.000-03:00
61,0-2000-0-84806,BEBEDOURO,N,,Operante,Automatica,-20.94805555,0-76-0-3506102000000528, 07,542,SP,INMET,A764,-48.47138888,2016-10-26T21:00:00.000-03:00
62,0-2000-0-81680,BELEM,N,,Operante,Automatica,-1.411228,0-76-0-1501402000000042, 02,21.17,PA,INMET,A201,-48.439512,2003-01-19T22:00:00.000-02:00
63,0-2000-0-86744,BELMONTE,N,,Operante,Automatica,-16.08805555,0-76-0-2903409000000453, 04,89.67,BA,INMET,A447,-39.21527777,2009-07-01T21:00:00.000-03:00
64,0-2000-0-86800,BELO HORIZONTE (PAMPULHA),N,,Operante,Automatica,-19.88388888,0-76-0-3106200000000116, 05,854.02,MG,INMET,A521,-43.96944443,2006-10-09T21:00:00.000-03:00
65,0-2000-0-86799,BELO HORIZONTE - CERCADINHO,N,,Operante,Automatica,-19.97999999,0-76-0-3106200000000597, 05,1199.55,MG,INMET,F501,-43.95861111,2013-12-26T21:00:00.000-03:00
66,0-2000-0-86979,BENTO GONCALVES,N,,Operante,Automatica,-29.164581,0-76-0-4302105000000152, 08,623.27,RS,INMET,A840,-51.534202,2006-11-30T21:00:00.000-03:00
67,0-2000-0-86900,BERTIOGA,N,,Operante,Automatica,-23.84472221,0-76-0-3506359000000536, 07,5,SP,INMET,A765,-46.14333333,2017-01-31T21:00:00.000-03:00
68,0-2000-0-81615,BOA VISTA,,,Operante,Automatica,2.81694443,0-76-0-1400100000000465, 01,82.35,RR,INMET,A135,-60.69083333,2010-08-25T21:00:00.000-03:00
69,0-2000-0-81927,BOCA DO ACRE,N,,Operante,Automatica,-8.77666666,0-76-0-1300706000000400, 01,111.98,AM,INMET,A110,-67.33249999,2008-07-14T21:00:00.000-03:00
70,0-2000-0-86968,BOM JARDIM DA SERRA - MORRO DA IGREJA,N,,Operante,Automatica,-28.12694443,0-76-0-4218905000000213, 08,1790.38,SC,INMET,A845,-49.47972221,2007-06-16T21:00:00.000-03:00
71,0-2000-0-86672,BOM JESUS DA LAPA,N,,Operante,Automatica,-13.25111111,0-76-0-2903904000000186, 04,447.75,BA,INMET,A418,-43.40527777,2007-05-17T21:00:00.000-03:00
72,0-2000-0-81987,BOM JESUS DO PIAUI,N,,Operante,Automatica,-9.07999999,0-76-0-2201903000000231, 03,288,PI,INMET,A326,-44.32777777,2007-07-16T21:00:00.000-03:00
73,0-2000-0-81685,BRAGANCA,,,Operante,Automatica,-1.05583333,0-76-0-1501709000000313, 02,5.6,PA,INMET,A226,-46.78277777,2008-03-10T21:00:00.000-03:00
74,0-2000-0-84822,BRAGANCA PAULISTA,N,,Operante,Automatica,-22.94916666,0-76-0-3507605000000569, 07,880,SP,INMET,A744,-46.5261111,2017-12-19T21:00:00.000-03:00
75,0-2000-0-86715,BRASILIA,N,,Operante,Automatica,-15.78944444,0-76-0-5300108000000001, 10,1160.96,DF,INMET,A001,-47.92583332,2000-05-06T21:00:00.000-03:00
76,0-2000-0-86643,BRASNORTE (NOVO MUNDO),,,Operante,Automatica,-12.52194443,0-76-0-5101902000000298, 09,426.2,MT,INMET,A927,-58.23138888,2008-02-28T21:00:00.000-03:00
77,0-2000-0-86708,BRAZLANDIA,N,,Operante,Automatica,-15.59972221,0-76-0-5300108000000551, 10,1143,DF,INMET,A042,-48.1311111,2017-07-18T21:00:00.000-03:00
78,0-2000-0-86618,BREJO GRANDE,,,Operante,Automatica,-10.47388888,0-76-0-2800704000000402, 04,6.11,SE,INMET,A421,-36.48194443,2008-07-16T21:00:00.000-03:00
79,0-2000-0-81673,BREVES,N,,Pane,Automatica,-1.68027777,0-76-0-1501808000000561, 02,11,PA,INMET,A228,-50.47805554,2017-10-19T21:00:00.000-03:00
80,0-2000-0-86696,BRUMADO,,,Operante,Automatica,-14.18194443,0-76-0-2904605000000354, 04,473.37,BA,INMET,A433,-41.67222221,2008-04-27T21:00:00.000-03:00
81,0-2000-0-81788,BURITICUPU,N,,Operante,Automatica,-4.32055554,0-76-0-2102325000000427, 02,174.91,MA,INMET,A238,-46.44944444,2008-09-10T21:00:00.000-03:00
82,0-2000-0-86609,BURITIRAMA,N,,Pane,Automatica,-10.72305554,0-76-0-2904753000000363, 04,506.06,BA,INMET,A432,-43.65111111,2008-05-14T21:00:00.000-03:00
83,0-2000-0-86718,BURITIS,N,,Operante,Automatica,-15.52416666,0-76-0-3109303000000214, 05,894,MG,INMET,A544,-46.43555555,2007-06-18T21:00:00.000-03:00
84,0-2000-0-81915,CABACEIRAS,N,,Operante,Automatica,-7.48333333,0-76-0-2503100000000295, 03,391.96,PB,INMET,A348,-36.28638888,2008-02-27T21:00:00.000-03:00
85,0-2000-0-81951,CABROBO,N,,Operante,Automatica,-8.50388888,0-76-0-2603009000000250, 03,342.74,PE,INMET,A329,-39.31527777,2007-09-03T21:00:00.000-03:00
86,0-2000-0-86943,CACADOR,N,,Operante,Automatica,-26.819156,0-76-0-4203006000000319, 08,944.26,SC,INMET,A859,-50.98552,2008-03-18T21:00:00.000-03:00
87,0-2000-0-86986,CACAPAVA DO SUL,N,,Operante,Automatica,-30.54527777,0-76-0-4302808000000079, 08,420.82,RS,INMET,A812,-53.46694443,2006-06-21T21:00:00.000-03:00
88,0-2000-0-84820,CACHOEIRA PAULISTA,N,,Operante,Automatica,-22.68888888,0-76-0-3508603000000562, 07,586,SP,INMET,A769,-45.00555555,2017-10-19T21:00:00.000-03:00
89,0-2000-0-86622,CACOAL,,,Operante,Automatica,-11.44583333,0-76-0-1100049000000407, 09,183.53,RO,INMET,A939,-61.43416666,2008-07-19T21:00:00.000-03:00
90,0-2000-0-86730,CAIAPONIA,N,,Operante,Automatica,-16.96694443,0-76-0-5204409000000188, 10,740.1,GO,INMET,A023,-51.81749999,2007-05-20T21:00:00.000-03:00
91,0-2000-0-81875,CAICO,N,,Operante,Automatica,-6.46749999,0-76-0-2402006000000168, 03,171.26,RN,INMET,A316,-37.08499999,2007-01-06T21:00:00.000-03:00
92,0-2000-0-81838,CALCANHAR,N,,Pane,Automatica,-5.16,0-76-0-2414407000000360, 03,9.82,RN,INMET,A344,-35.48749999,2008-05-07T21:00:00.000-03:00
93,0-2000-0-86846,CALDAS,N,,Operante,Automatica,-21.918066,0-76-0-3110301000000148, 05,1077.34,MG,INMET,A530,-46.382996,2006-11-27T21:00:00.000-03:00
94,0-2000-0-86989,CAMAQUA,N,,Operante,Automatica,-30.807953,0-76-0-4303509000000155, 08,92.3,RS,INMET,A838,-51.83424,2006-12-11T21:00:00.000-03:00
95,0-2000-0-81878,CAMARATUBA,,,Operante,Automatica,-6.56194444,0-76-0-2509305000000359, 03,135.51,PB,INMET,A352,-35.13527777,2008-05-03T21:00:00.000-03:00
96,0-2000-0-84808,CAMBARA DO SUL,N,,Operante,Automatica,-29.04916666,0-76-0-4303608000000535, 08,1017,RS,INMET,A897,-50.14972221,2016-11-23T21:00:00.000-03:00
97,0-2000-0-86854,CAMBUCI,N,,Operante,Automatica,-21.58749999,0-76-0-3300902000000025, 06,46,RJ,INMET,A604,-41.95833333,2002-11-19T22:00:00.000-02:00
98,0-2000-0-81710,CAMETA,N,,Pane,Automatica,-2.23972221,0-76-0-1502103000000386, 02,9.92,PA,INMET,A236,-49.49972221,2008-06-19T21:00:00.000-03:00
99,0-2000-0-86918,CAMPINA DA LAGOA,N,,Operante,Automatica,-24.57083332,0-76-0-4103909000000524, 08,598,PR,INMET,B803,-52.80027777,2016-08-03T21:00:00.000-03:00
100,0-2000-0-81916,CAMPINA GRANDE,N,,Pane,Automatica,-7.22555554,0-76-0-2504009000000165, 03,546.17,PB,INMET,A313,-35.90472222,2006-12-21T21:00:00.000-03:00
101,0-2000-0-86793,CAMPINA VERDE,N,,Operante,Automatica,-19.53921,0-76-0-3111101000000085, 05,559.07,MG,INMET,A519,-49.518133,2006-07-14T21:00:00.000-03:00
102,0-2000-0-86991,CAMPO BOM,,,Operante,Automatica,-29.674293,0-76-0-4303905000000494, 08,23.35,RS,INMET,A884,-51.064042,2013-11-28T21:00:00.000-03:00
103,0-2000-0-86810,CAMPO GRANDE,N,,Operante,Automatica,-20.447195,0-76-0-5002704000000013, 07,528.47,MS,INMET,A702,-54.722615,2001-09-09T21:00:00.000-03:00
104,0-2000-0-81795,CAMPO MAIOR,N,,Operante,Automatica,-4.86416666,0-76-0-2202208000000586, 03,125,PI,INMET,A376,-42.14555555,2018-11-22T21:00:00.000-03:00
105,0-2000-0-86662,CAMPO NOVO DOS PARECIS,N,,Operante,Automatica,-13.78583333,0-76-0-5102637000000033, 09,525.41,MT,INMET,A905,-57.8386111,2002-12-12T22:00:00.000-02:00
106,0-2000-0-86707,CAMPO VERDE,N,,Operante,Automatica,-15.55888888,0-76-0-5102678000000143, 09,747,MT,INMET,A912,-55.17944443,2006-11-20T21:00:00.000-03:00
107,0-2000-0-86872,CAMPOS DO JORDAO,N,,Operante,Automatica,-22.75027777,0-76-0-3509700000000019, 07,1662.95,SP,INMET,A706,-45.60388888,2002-03-12T21:00:00.000-03:00
108,0-2000-0-86855,CAMPOS DOS GOYTACAZES,N,,Operante,Automatica,-21.71472222,0-76-0-3301009000000109, 06,17,RJ,INMET,A607,-41.34388888,2006-09-24T21:00:00.000-03:00
109,0-2000-0-86890,CAMPOS DOS GOYTACAZES - SAO TOME,N,,Operante,Automatica,-22.04166666,0-76-0-3301009000000382, 06,7,RJ,INMET,A620,-41.05166666,2008-06-12T21:00:00.000-03:00
110,0-2000-0-81902,CAMPOS LINDOS,N,,Pane,Automatica,-8.15472222,0-76-0-1703842000000487, 10,426.56,TO,INMET,A043,-46.63944444,2012-10-28T21:00:00.000-03:00
111,0-2000-0-84826,CAMPOS NOVOS,N,,Operante,Automatica,-27.3886111,0-76-0-4203600000000587, 08,963,SC,INMET,A898,-51.21583333,2019-02-14T21:00:00.000-03:00
112,0-2000-0-81909,CAMPOS SALES,N,,Operante,Automatica,-7.07777777,0-76-0-2302701000000307, 03,577.95,CE,INMET,A347,-40.36277777,2008-03-06T21:00:00.000-03:00
113,0-2000-0-86980,CANELA,,,Operante,Automatica,-29.36888888,0-76-0-4304408000000415, 08,830.93,RS,INMET,A879,-50.82722221,2008-08-22T21:00:00.000-03:00
114,0-2000-0-86993,CANGUCU,N,,Operante,Automatica,-31.40333333,0-76-0-4304507000000171, 08,446.81,RS,INMET,A811,-52.70083333,2007-01-23T21:00:00.000-03:00
115,0-2000-0-81847,CANTO DO BURITI,,,Operante,Automatica,-8.11805554,0-76-0-2202307000000459, 03,312.07,PI,INMET,A365,-42.97583332,2010-06-11T21:00:00.000-03:00
116,0-2000-0-84829,CAPAO DO LEAO (PELOTAS),N,,Operante,Automatica,-31.8025,0-76-0-4304663000000595, 08,13,RS,INMET,A887,-52.40722222,2019-07-17T21:00:00.000-03:00
117,0-2000-0-86761,CAPELINHA,N,,Operante,Automatica,-17.70555555,0-76-0-3112307000000248, 05,932.06,MG,INMET,A541,-42.38916666,2007-08-30T21:00:00.000-03:00
118,0-2000-0-81684,CAPITAO POCO,,,Operante,Automatica,-1.73472221,0-76-0-1502301000000473, 02,79.1,PA,INMET,A248,-47.0575,2011-04-17T21:00:00.000-03:00
119,0-2000-0-81988,CARACOL,N,,Operante,Automatica,-9.28583333,0-76-0-2202505000000268, 03,515.3,PI,INMET,A337,-43.32444443,2007-11-09T21:00:00.000-03:00
120,0-2000-0-86802,CARATINGA,,,Operante,Automatica,-19.73583333,0-76-0-3113404000000193, 05,609.25,MG,INMET,A554,-42.13722221,2007-05-23T21:00:00.000-03:00
121,0-2000-0-86764,CARAVELAS,N,,Operante,Automatica,-17.73944444,0-76-0-2906907000000039, 04,6.05,BA,INMET,A405,-39.25861111,2002-12-19T22:00:00.000-02:00
122,0-2000-0-81978,CARLINDA,,,Operante,Automatica,-9.97055554,0-76-0-5102793000000330, 09,293.71,MT,INMET,A926,-55.82749999,2008-04-08T21:00:00.000-03:00
123,0-2000-0-84824,CARMO,N,,Operante,Automatica,-21.9386111,0-76-0-3301207000000583, 06,293,RJ,INMET,A629,-42.60083333,2018-10-10T21:00:00.000-03:00
124,0-2000-0-81901,CAROLINA,,,Pane,Automatica,-7.33722221,0-76-0-2102804000000279, 02,182.88,MA,INMET,A205,-47.45972222,2007-12-03T21:00:00.000-03:00
125,0-2000-0-81956,CARUARU,,,Operante,Automatica,-8.36527777,0-76-0-2604106000000276, 03,852,PE,INMET,A341,-36.02833332,2007-11-20T21:00:00.000-03:00
126,0-2000-0-86844,CASA BRANCA,N,,Operante,Automatica,-21.78055554,0-76-0-3510807000000216, 07,734.15,SP,INMET,A738,-47.07527777,2007-06-24T21:00:00.000-03:00
127,0-2000-0-86791,CASSILANDIA,,,Operante,Automatica,-19.12249999,0-76-0-5002902000000308, 07,494.72,MS,INMET,A742,-51.72083332,2008-03-07T21:00:00.000-03:00
128,0-2000-0-81682,CASTANHAL,N,,Operante,Automatica,-1.30083333,0-76-0-1502400000000044, 02,47.13,PA,INMET,A202,-47.94805555,2003-01-23T22:00:00.000-02:00
129,0-2000-0-81829,CASTELO DO PIAUI,N,,Operante,Automatica,-5.34916666,0-76-0-2202604000000445, 03,268.75,PI,INMET,A361,-41.51222222,2009-04-19T21:00:00.000-03:00
130,0-2000-0-86921,CASTRO,N,,Pane,Automatica,-24.77999999,0-76-0-4104907000000081, 08,1016,PR,INMET,A819,-50.04638888,2006-07-08T21:00:00.000-03:00
131,0-2000-0-86777,CATALAO,N,,Operante,Automatica,-18.154779,0-76-0-5205109000000286, 10,900.72,GO,INMET,A034,-47.927614,2008-01-30T21:00:00.000-03:00
132,0-2000-0-81792,CAXIAS,N,,Operante,Automatica,-4.82138888,0-76-0-2103000000000399, 02,84.85,MA,INMET,A237,-43.3436111,2008-07-12T21:00:00.000-03:00
133,0-2000-0-86719,CHAPADA GAUCHA,N,,Operante,Automatica,-15.30027777,0-76-0-3116159000000215, 05,873.2,MG,INMET,A548,-45.61749999,2007-06-21T21:00:00.000-03:00
134,0-2000-0-86772,CHAPADAO DO SUL,N,,Operante,Automatica,-18.80222222,0-76-0-5002951000000163, 07,820.82,MS,INMET,A730,-52.6025,2006-12-19T21:00:00.000-03:00
135,0-2000-0-81749,CHAPADINHA,N,,Operante,Automatica,-3.74277777,0-76-0-2103208000000430, 02,104,MA,INMET,A206,-43.35222222,2008-09-16T21:00:00.000-03:00
136,0-2000-0-84827,CHAPECO,N,,Operante,Automatica,-27.0853111,0-76-0-4204202000000588, 08,679,SC,INMET,A895,-52.6357111,2019-02-18T21:00:00.000-03:00
137,0-2000-0-86898,CIDADE GAUCHA,N,,Operante,Automatica,-23.35916666,0-76-0-4105607000000314, 08,365.79,PR,INMET,A869,-52.93194443,2008-03-10T21:00:00.000-03:00
138,0-2000-0-86939,CLEVELANDIA,,,Operante,Automatica,-26.41722221,0-76-0-4105706000000364, 08,966.06,PR,INMET,A876,-52.3486111,2008-05-14T21:00:00.000-03:00
139,0-2000-0-81770,COARI,,,Operante,Automatica,-4.09749999,0-76-0-1301209000000335, 01,33.84,AM,INMET,A117,-63.14527777,2008-04-11T21:00:00.000-03:00
140,0-2000-0-81866,COLINAS,N,,Operante,Automatica,-6.03305554,0-76-0-2103505000000374, 02,175.37,MA,INMET,A222,-44.23333333,2008-06-02T21:00:00.000-03:00
141,0-2000-0-81939,COLINAS DO TOCANTINS,N,,Operante,Automatica,-8.092708,0-76-0-1705508000000530, 10,200,TO,INMET,A049,-48.478605,2016-11-10T21:00:00.000-03:00
142,0-2000-0-86928,COLOMBO,N,,Operante,Automatica,-25.322464,0-76-0-4105805000000516, 08,950,PR,INMET,B806,-49.157733,2016-05-31T21:00:00.000-03:00
143,0-2000-0-86661,COMODORO,N,,Operante,Automatica,-13.70805555,0-76-0-5103304000000149, 09,576.87,MT,INMET,A913,-59.7625,2006-11-27T21:00:00.000-03:00
